B_digital_(T)	B_analog_(T)	T_sample_(K)	I_s	V_nv	R_nv
2.40109E+0	2.31488E+0	2.99482E+2	1.00004E-4	1.69579E-3	1.69571E+1
2.41482E+0	2.32745E+0	2.99484E+2	1.00004E-4	1.69595E-3	1.69587E+1
2.42753E+0	2.34005E+0	2.99485E+2	1.00004E-4	1.69719E-3	1.69712E+1
2.44043E+0	2.35256E+0	2.99488E+2	1.00004E-4	1.69747E-3	1.69740E+1
2.45309E+0	2.36510E+0	2.99490E+2	1.00004E-4	1.69734E-3	1.69727E+1
2.46443E+0	2.37756E+0	2.99492E+2	1.00004E-4	1.69766E-3	1.69758E+1
2.47770E+0	2.39016E+0	2.99493E+2	1.00004E-4	1.69801E-3	1.69794E+1
2.49022E+0	2.40282E+0	2.99496E+2	1.00004E-4	1.69786E-3	1.69779E+1
2.50338E+0	2.41537E+0	2.99497E+2	1.00005E-4	1.69753E-3	1.69745E+1
2.51569E+0	2.42790E+0	2.99499E+2	1.00004E-4	1.69724E-3	1.69716E+1
2.52756E+0	2.44042E+0	2.99502E+2	1.00004E-4	1.69699E-3	1.69692E+1
2.54104E+0	2.45296E+0	2.99501E+2	1.00004E-4	1.69700E-3	1.69693E+1
2.55353E+0	2.46558E+0	2.99502E+2	1.00004E-4	1.69772E-3	1.69765E+1
2.56629E+0	2.47806E+0	2.99505E+2	1.00004E-4	1.69715E-3	1.69708E+1
2.57899E+0	2.49061E+0	2.99505E+2	1.00004E-4	1.69692E-3	1.69685E+1
2.59215E+0	2.50313E+0	2.99507E+2	1.00004E-4	1.69755E-3	1.69748E+1
2.60489E+0	2.51567E+0	2.99508E+2	1.00004E-4	1.69817E-3	1.69810E+1
2.61624E+0	2.52823E+0	2.99506E+2	1.00004E-4	1.69783E-3	1.69776E+1
2.62919E+0	2.54078E+0	2.99506E+2	1.00004E-4	1.69733E-3	1.69725E+1
2.64209E+0	2.55335E+0	2.99508E+2	1.00004E-4	1.69675E-3	1.69667E+1
2.65520E+0	2.56603E+0	2.99508E+2	1.00004E-4	1.69632E-3	1.69625E+1
2.66819E+0	2.57874E+0	2.99508E+2	1.00004E-4	1.69679E-3	1.69671E+1
2.68116E+0	2.59126E+0	2.99510E+2	1.00004E-4	1.69694E-3	1.69687E+1
2.69394E+0	2.60373E+0	2.99511E+2	1.00004E-4	1.69647E-3	1.69639E+1
2.70583E+0	2.61630E+0	2.99511E+2	1.00004E-4	1.69619E-3	1.69612E+1
2.71877E+0	2.62897E+0	2.99511E+2	1.00004E-4	1.69597E-3	1.69589E+1
2.73156E+0	2.64154E+0	2.99512E+2	1.00004E-4	1.69609E-3	1.69601E+1
2.74395E+0	2.65409E+0	2.99513E+2	1.00004E-4	1.69625E-3	1.69618E+1
2.75644E+0	2.66672E+0	2.99513E+2	1.00004E-4	1.69680E-3	1.69672E+1
2.76825E+0	2.67925E+0	2.99513E+2	1.00004E-4	1.69752E-3	1.69745E+1
2.78128E+0	2.69173E+0	2.99512E+2	1.00004E-4	1.69701E-3	1.69694E+1
2.79439E+0	2.70439E+0	2.99512E+2	1.00004E-4	1.69625E-3	1.69618E+1
2.80724E+0	2.71713E+0	2.99512E+2	1.00004E-4	1.69611E-3	1.69604E+1
2.81965E+0	2.72972E+0	2.99513E+2	1.00004E-4	1.69619E-3	1.69612E+1
2.83120E+0	2.74229E+0	2.99513E+2	1.00004E-4	1.69648E-3	1.69641E+1
2.84459E+0	2.75480E+0	2.99512E+2	1.00004E-4	1.69639E-3	1.69632E+1
2.85729E+0	2.76742E+0	2.99511E+2	1.00004E-4	1.69595E-3	1.69587E+1
2.87037E+0	2.78003E+0	2.99511E+2	1.00004E-4	1.69662E-3	1.69655E+1
2.88307E+0	2.79262E+0	2.99512E+2	1.00004E-4	1.69724E-3	1.69716E+1
2.89613E+0	2.80523E+0	2.99512E+2	1.00004E-4	1.69692E-3	1.69685E+1
2.90847E+0	2.81787E+0	2.99511E+2	1.00004E-4	1.69645E-3	1.69638E+1
2.92005E+0	2.83046E+0	2.99510E+2	1.00004E-4	1.69672E-3	1.69665E+1
2.93370E+0	2.84302E+0	2.99509E+2	1.00004E-4	1.69727E-3	1.69720E+1
2.94655E+0	2.85563E+0	2.99508E+2	1.00004E-4	1.69719E-3	1.69712E+1
2.95935E+0	2.86818E+0	2.99508E+2	1.00004E-4	1.69731E-3	1.69724E+1
2.97191E+0	2.88086E+0	2.99505E+2	1.00004E-4	1.69694E-3	1.69686E+1
2.98360E+0	2.89352E+0	2.99505E+2	1.00004E-4	1.69614E-3	1.69607E+1
2.99715E+0	2.90609E+0	2.99505E+2	1.00004E-4	1.69635E-3	1.69628E+1
3.00969E+0	2.91865E+0	2.99506E+2	1.00004E-4	1.69714E-3	1.69706E+1
3.02278E+0	2.93120E+0	2.99505E+2	1.00004E-4	1.69651E-3	1.69643E+1
3.03504E+0	2.94389E+0	2.99503E+2	1.00004E-4	1.69624E-3	1.69617E+1
3.04680E+0	2.95647E+0	2.99502E+2	1.00004E-4	1.69649E-3	1.69641E+1
3.05996E+0	2.96905E+0	2.99502E+2	1.00005E-4	1.69696E-3	1.69688E+1
3.07248E+0	2.98178E+0	2.99501E+2	1.00005E-4	1.69735E-3	1.69727E+1
3.08567E+0	2.99435E+0	2.99499E+2	1.00004E-4	1.69693E-3	1.69685E+1
3.09854E+0	3.00700E+0	2.99498E+2	1.00004E-4	1.69672E-3	1.69664E+1
3.11183E+0	3.01975E+0	2.99499E+2	1.00004E-4	1.69653E-3	1.69646E+1
3.12407E+0	3.03223E+0	2.99499E+2	1.00004E-4	1.69648E-3	1.69641E+1
3.13540E+0	3.04484E+0	2.99498E+2	1.00004E-4	1.69587E-3	1.69580E+1
3.14870E+0	3.05752E+0	2.99495E+2	1.00004E-4	1.69551E-3	1.69544E+1
3.16123E+0	3.07007E+0	2.99494E+2	1.00004E-4	1.69563E-3	1.69556E+1
3.17474E+0	3.08262E+0	2.99495E+2	1.00004E-4	1.69603E-3	1.69595E+1
3.18723E+0	3.09528E+0	2.99494E+2	1.00004E-4	1.69597E-3	1.69590E+1
3.20027E+0	3.10795E+0	2.99493E+2	1.00004E-4	1.69593E-3	1.69586E+1
3.21317E+0	3.12063E+0	2.99493E+2	1.00004E-4	1.69611E-3	1.69604E+1
3.22488E+0	3.13329E+0	2.99491E+2	1.00004E-4	1.69612E-3	1.69604E+1
3.23764E+0	3.14591E+0	2.99489E+2	1.00004E-4	1.69600E-3	1.69593E+1
3.25054E+0	3.15852E+0	2.99487E+2	1.00004E-4	1.69601E-3	1.69593E+1
3.26325E+0	3.17118E+0	2.99487E+2	1.00004E-4	1.69618E-3	1.69611E+1
3.27659E+0	3.18380E+0	2.99487E+2	1.00004E-4	1.69569E-3	1.69562E+1
3.28796E+0	3.19641E+0	2.99485E+2	1.00005E-4	1.69530E-3	1.69523E+1
3.30060E+0	3.20910E+0	2.99484E+2	1.00005E-4	1.69562E-3	1.69554E+1
3.31334E+0	3.22170E+0	2.99483E+2	1.00004E-4	1.69640E-3	1.69633E+1
3.32666E+0	3.23427E+0	2.99481E+2	1.00004E-4	1.69630E-3	1.69623E+1
3.33934E+0	3.24694E+0	2.99480E+2	1.00004E-4	1.69625E-3	1.69618E+1
3.35095E+0	3.25963E+0	2.99479E+2	1.00004E-4	1.69607E-3	1.69600E+1
3.36428E+0	3.27230E+0	2.99480E+2	1.00004E-4	1.69640E-3	1.69632E+1
3.37695E+0	3.28486E+0	2.99478E+2	1.00004E-4	1.69630E-3	1.69622E+1
3.39005E+0	3.29751E+0	2.99475E+2	1.00004E-4	1.69548E-3	1.69541E+1
3.40263E+0	3.31020E+0	2.99475E+2	1.00004E-4	1.69578E-3	1.69571E+1
3.41591E+0	3.32281E+0	2.99473E+2	1.00004E-4	1.69609E-3	1.69602E+1
3.42826E+0	3.33543E+0	2.99472E+2	1.00004E-4	1.69559E-3	1.69552E+1
3.43972E+0	3.34797E+0	2.99474E+2	1.00004E-4	1.69550E-3	1.69543E+1
3.45306E+0	3.36051E+0	2.99471E+2	1.00004E-4	1.69593E-3	1.69586E+1
3.46515E+0	3.37320E+0	2.99469E+2	1.00004E-4	1.69586E-3	1.69579E+1
